Word,FREQcount
true,12921
each,12916
supposed,12865
em,12849
eat,12846
jack,12831
mine,12800
working,12775
town,12644
afraid,12631
drink,12617
exactly,12607
whatever,12584
hurt,12564
knows,12492
heart,12453
gave,12428
young,12402
everyone,12324
chance,12303
read,12302
makes,12296
number,12288
taking,12263
change,12258
anyway,12164
week,12164
married,12163
point,12063
hands,12063
police,12044
word,12013
fun,12010
wish,11991
bit,11987
aren,11946
game,11926
party,11890
set,11805
cut,11718
comes,11656
sleep,11625
shot,11599
anybody,11573
ass,11545
stand,11536
water,11478
boys,11432
trouble,11401
dear,11395
couple,11394
gets,11364
making,11349
eyes,11299
break,11275
story,11260
far,11259
times,11221
um,11197
close,11191
means,11136
funny,11127
goes,11081
lady,11071
death,11051
asked,11029
walk,11009
fire,10990
hours,10959
hate,10944
gun,10873
rest,10861
person,10857
inside,10775
waiting,10767
different,10686
girls,10626
captain,10622
least,10596
important,10587
ah,10535
also,10528
line,10515
yours,10441
office,10399
dinner,10336
quite,10332
against,10288
fight,10255
side,10247
six,10176
half,10156
pick,10118
question,10116
ahead,10115
michael,10115
cool,9990
women,9978
body,9972
high,9945
husband,9935
john,9877
reason,9858
almost,9857
dog,9835
buy,9814
truth,9801
met,9758
telling,9730
hot,9682
o,9598
anymore,9597
behind,9581
started,9566
speak,9546
bed,9543
moment,9539
tried,9529
blood,9492
ma,9476
shall,9441
daddy,9439
stupid,9405
along,9330
either,9308
though,9279
front,9259
sister,9207
bye,9184
send,9169
welcome,9140
sometimes,9129
trust,9087
free,9054
book,9026
answer,8986
between,8932
children,8930
war,8912
hurry,8856
fact,8801
brought,8786
clear,8763
bet,8763
its,8757
white,8744
glad,8740
daughter,8739
outside,8671
city,8624
bitch,8609
feeling,8577
black,8565
seems,8545
full,8512
till,8503
sick,8437
light,8425
shoot,8412
news,8399
lose,8382
wonderful,8364
months,8314
save,8278
hour,8277
country,8254
jesus,8220
needs,8198
wow,8160
able,8155
frank,8129
perfect,8091
shouldn,8083
running,8054
child,8040
whoa,8023
died,8018
order,7985
living,7983
sounds,7970
alive,7878
food,7876
gentlemen,7874
luck,7840
hair,7831
drive,7810
promise,7809
sex,7761
music,7734
ya,7664
power,7600
sort,7584
special,7577
serious,7566
street,7557
red,7551
dance,7550
hang,7535
touch,7534
team,7528
playing,7515
company,7507
george,7474
pull,7469
plan,7432
sweet,7405
ten,7395
coffee,7371
lucky,7316
sound,7313
safe,7303
date,7218
leaving,7211
parents,7177
president,7174
himself,7168
seem,7131
lives,7124
air,7090
taken,7071
york,7069
picture,7061
ladies,7054
lord,7046
sent,7038
fast,7010
happens,6996
perhaps,6939
catch,6911
ride,6904
win,6867
kidding,6822
top,6805
scared,6803
dream,6798
sign,6797
meeting,6752
sense,6722
beat,6716
control,6662
drop,6661
cold,6638
weeks,6637
darling,6613
figure,6598
king,6592
poor,6583
throw,6570
asking,6546
joe,6532
write,6467
cannot,6465
suppose,6416
small,6373
human,6363
piece,6349
boss,6339
hospital,6334
uncle,6327
past,6312
calling,6311
known,6300
follow,6283
sam,6281
movie,6271
ha,6260
straight,6244
christmas,6244
weren,6237
words,6223
clean,6183
kiss,6179
looked,6166
feet,6157
evening,6155
million,6145
lie,6133
felt,6111
moving,6104
certainly,6067
step,6052
learn,6047
fall,6044
bill,6041
questions,6016
finally,5989
takes,5986
class,5985
quiet,5978
wonder,5966
goodbye,5942
law,5932
become,5894
general,5885
worked,5877
rather,5825
possible,5816
goddamn,5815
unless,5798
mad,5784
absolutely,5769
tired,5745
murder,5717
road,5709
mike,5707
eye,5701
except,5696
somewhere,5688
explain,5670
charlie,5668
less,5666
none,5641
loved,5627
giving,5613
seeing,5591
tom,5588
secret,5585
wear,5576
worth,5569
act,5565
careful,5550
quick,5542
handle,5529
pass,5514
early,5510
report,5508
state,5500
busy,5433
turned,5388
table,5387
wake,5366
works,5357
broke,5355
ball,5353
major,5343
seven,5327
mouth,5325
marry,5322
meant,5316
fault,5310
lunch,5310
lieutenant,5306
al,5306
expect,5299
hmm,5291
mama,5289
future,5278
paper,5271
officer,5265
hotel,5264
buddy,5247
thinks,5235
agent,5235
talked,5226
blue,5222
american,5213
mistake,5200
tv,5199
david,5196
ones,5177
wedding,5173
clothes,5158
weird,5156
changed,5148
court,5137
floor,5132
watching,5081
building,5078
earth,5074
dude,5071
others,5061
longer,5046
forgot,5045
finish,5045
ship,5043
club,5038
attention,5032
eight,5010
worse,5002
pain,4995
ben,4994
th,4989
sing,4977
blow,4976
choice,4975
ls,4967
ray,4966
birthday,4958
stick,4953
relax,4936
yesterday,4935
honor,4912
smart,4909
colonel,4909
boat,4885
plane,4872
month,4854
lovely,4853
given,4851
train,4848
l,4841
fair,4832
worried,4831
ooh,4827
needed,4818
sitting,4814
security,4810
cover,4808
across,4801
paul,4801
bag,4796
terrible,4795
caught,4791
song,4778
spend,4757
horse,4737
ring,4730
sell,4705
return,4676
personal,4675
c,4675
message,4667
system,4667
afternoon,4666
bob,4666
hasn,4625
happening,4618
tough,4616
christ,4597
peter,4596
quit,4595
count,4588
box,4577
missed,4568
present,4562
kept,4559
charge,4559
information,4557
fool,4556
simple,4555
middle,4549
calm,4541
surprise,4534
forever,4529
decided,4521
dark,4519
anywhere,4501
miles,4500
swear,4496
land,4494
mary,4492
missing,4484
cute,4475
lying,4472
master,4450
dress,4447
strong,4430
key,4430
fix,4426
interesting,4421
wearing,4410
strange,4408
johnny,4408
voice,4394
rock,4394
cop,4393
window,4386
bar,4385
totally,4377
interested,4374
appreciate,4373
army,4370
paid,4369
short,4367
record,4365
bought,4362
card,4357
certain,4354
y,4345
college,4344
fly,4335
evidence,4335
bank,4334
besides,4328
completely,4303
ran,4296
cops,4290
b,4289
test,4288
history,4280
finished,4269
born,4268
proud,4265
fish,4258
join,4255
lead,4246
smell,4240
near,4238
apartment,4235
enjoy,4222
letter,4213
situation,4207
trip,4202
harry,4193
mark,4183
store,4178
yo,4177
amazing,4167
star,4149
danny,4148
accident,4146
il,4139
imagine,4133
doc,4122
pleasure,4118
ought,4118
list,4110
rich,4100
calls,4097
jimmy,4091
service,4076
entire,4070
difference,4066
judge,4063
ice,4057
lawyer,4055
fat,4051
alright,4044
instead,4043
age,4039
station,4033
realize,4032
gold,4026
j,4026
seat,4018
liked,4017
hundred,4015
summer,4012
dollars,3998
standing,3994
angel,3992
mess,3985
america,3974
chief,3973
killing,3965
radio,3936
hungry,3931
problems,3931
marriage,3930
brain,3928
soul,3925
forgive,3917
drunk,3904
henry,3904
deep,3896
figured,3893
likes,3889
girlfriend,3881
folks,3878
slow,3877
private,3874
during,3872
ed,3858
attack,3853
beer,3850
definitely,3848
stopped,3844
partner,3836
walking,3826
area,3821
dangerous,3817
offer,3810
scene,3807
third,3801
upset,3800
bus,3783
owe,3782
shoes,3782
driving,3780
english,3777
richard,3765
group,3762
ln,3753
kick,3744
evil,3731
joey,3727
joke,3724
fell,3723
truck,3716
teach,3715
e,3702
ground,3696
green,3696
loves,3695
cash,3694
forward,3689
honest,3689
boyfriend,3684
park,3678
single,3676
position,3676
respect,3644
broken,3634
crime,3633
wrote,3629
public,3625
max,3620
mommy,3617
congratulations,3616
grab,3614
fighting,3611
art,3611
favor,3609
upstairs,3607
wall,3605
force,3604
seconds,3603
jail,3602
push,3598
prove,3590
normal,3589
protect,3583
machine,3583
field,3580
r,3579
spent,3574
feels,3569
speaking,3565
named,3564
jump,3561
starting,3558
saved,3558
nose,3557
hide,3554
sun,3553
church,3553
peace,3550
professor,3548
bobby,3547
share,3545
french,3541
steve,3540
bullshit,3537
moved,3536
picked,3534
thousand,3534
paris,3531
holding,3530
billy,3525
fear,3523
using,3520
la,3518
tape,3511
tony,3503
suit,3499
pictures,3477
holy,3475
putting,3467
involved,3465
gas,3457
books,3456
relationship,3452
neither,3451
nine,3441
pop,3441
rules,3438
bother,3436
especially,3428
nervous,3425
whether,3424
dying,3416
stuck,3399
round,3393
dirty,3389
cat,3383
breakfast,3381
idiot,3377
space,3369
lived,3368
prison,3368
carry,3361
james,3358
cry,3348
bastard,3348
p,3345
smoke,3337
arm,3336
film,3328
government,3327
tree,3315
foot,3311
contact,3305
knock,3299
agree,3298
pardon,3297
gives,3290
gift,3290
south,3288
dreams,3285
jim,3277
hat,3273
sake,3272
sweetheart,3272
board,3272
seriously,3270
north,3258
department,3256
patient,3246
awful,3234
sad,3232
wondering,3231
roll,3227
robert,3222
beginning,3219
usually,3214
grand,3214
sergeant,3210
laugh,3206
killer,3206
listening,3205
doubt,3205
upon,3199
double,3198
twice,3191
whose,3187
outta,3185
plenty,3178
guilty,3177
jerry,3173
promised,3169
fired,3159
race,3157
crap,3151
chicken,3148
bathroom,3145
asshole,3142
spot,3140
reading,3133
orders,3130
weekend,3118
detective,3117
action,3115
sheriff,3115
eating,3102
glass,3096
type,3093
guns,3092
experience,3088
west,3088
obviously,3082
wine,3078
luke,3071
press,3070
difficult,3068
lots,3068
brown,3066
nick,3062
rid,3052
sea,3052
arms,3050
flight,3044
staying,3040
arrest,3037
neck,3035
grow,3034
mention,3033
favorite,3032
wind,3028
sleeping,3027
notice,3022
admit,3019
extra,3017
within,3017
low,3016
impossible,3015
gay,3013
computer,3011
angry,3008
bunch,3003
blame,2998
pants,2996
visit,2993
clock,2990
tea,2990
fellow,2987
kitchen,2974
lay,2970
hole,2969
guard,2968
learned,2964
smile,2958
feelings,2938
fit,2937
pal,2937
bear,2928
often,2925
wild,2923
silly,2912
camera,2907
begin,2906
reach,2903
ow,2903
beach,2888
larry,2888
heaven,2887
lock,2885
leg,2882
quickly,2881
lights,2877
kelly,2876
worst,2874
shooting,2871
played,2870
plans,2867
bucks,2866
suddenly,2854
writing,2852
track,2843
teacher,2842
ridiculous,2836
legs,2835
river,2829
dare,2826
burn,2816
raise,2815
aunt,2815
shh,2810
n,2810
rory,2809
surprised,2808
decision,2808
cross,2807
cost,2801
queen,2789
fresh,2780
innocent,2780
emergency,2776
medical,2774
dancing,2774
cell,2772
gotten,2768
seemed,2767
bigger,2765
states,2759
closed,2758
names,2746
walked,2737
bomb,2736
hanging,2735
note,2731
shop,2731
sweetie,2731
nuts,2729
band,2724
losing,2722
price,2722
steal,2720
waste,2716
client,2715
stole,2711
crying,2709
pressure,2709
code,2709
places,2706
dogs,2704
rose,2704
dick,2703
accept,2692
further,2690
excellent,2688
aah,2688
magic,2687
drinking,2685
keeps,2681
corner,2679
consider,2676
ourselves,2676
herself,2675
acting,2675
locked,2670
laughing,2667
address,2666
copy,2666
tells,2665
warm,2659
sold,2655
pregnant,2653
hall,2649
treat,2646
everywhere,2641
van,2641
papers,2638
complete,2636
cup,2634
ways,2633
level,2633
passed,2631
witness,2621
eh,2619
taste,2617
motherfucker,2616
hardly,2613
camp,2612
keeping,2608
charles,2606
keys,2601
yep,2600
beg,2600
duty,2599
ms,2599
interest,2598
tight,2597
helping,2588
bottle,2588
support,2587
leo,2580
flying,2579
f,2579
decide,2571
united,2564
st,2562
turns,2552
moon,2548
bottom,2546
hoping,2544
conversation,2543
san,2543
hero,2542
asleep,2541
roger,2540
final,2533
continue,2527
east,2527
match,2521
apologize,2518
trial,2518
spirit,2517
willing,2512
chair,2511
u,2506
risk,2501
study,2501
amy,2498
possibly,2494
rain,2494
above,2493
cousin,2491
pulled,2488
cream,2484
dropped,2482
excited,2479
memory,2477
breathe,2474
enemy,2474
huge,2467
search,2467
greatest,2464
drugs,2464
beauty,2460
lately,2459
tommy,2459
rule,2455
build,2452
choose,2451
cards,2449
lee,2449
advice,2447
immediately,2446
teeth,2440
became,2435
victim,2434
friday,2429
coach,2429
flowers,2427
showed,2425
crew,2424
saturday,2423
driver,2416
apparently,2415
heavy,2412
trick,2411
empty,2409
comfortable,2408
destroy,2406
brothers,2400
mission,2400
plus,2399
apart,2398
pool,2396
dumb,2395
dressed,2394
helped,2388
knife,2387
checked,2382
santa,2381
weapon,2379
restaurant,2373
shirt,2365
faith,2363
simply,2362
gee,2362
dig,2357
size,2353
stars,2353
london,2347
movies,2346
necessary,2345
themselves,2343
credit,2337
blind,2337
starts,2335
center,2335
bridge,2331
practice,2330
closer,2329
discuss,2329
cars,2327
mister,2326
grandma,2325
cook,2324
ticket,2324
strike,2324
stage,2324
animal,2320
bird,2318
leaves,2316
sight,2311
somehow,2310
following,2310
knowing,2307
drug,2306
career,2305
nature,2303
however,2299
prince,2299
responsible,2298
cake,2298
famous,2296
nurse,2294
correct,2292
breath,2291
fucked,2291
games,2287
allowed,2286
sky,2285
bringing,2282
hearing,2281
singing,2281
account,2280
due,2275
common,2275
afford,2266
tie,2266
chinese,2266
bright,2265
allow,2263
belong,2263
concerned,2261
escape,2258
suspect,2254
written,2247
skin,2246
file,2246
jake,2245
madam,2244
fill,2241
operation,2241
desk,2239
taught,2236
aye,2236
pack,2235
lied,2234
faster,2233
deserve,2230
ted,2228
danger,2227
meat,2226
command,2225
stories,2215
tickets,2211
paying,2207
hiding,2207
perfectly,2206
sunday,2206
whoever,2203
beyond,2200
sarah,2200
dave,2199
student,2195
jane,2192
dry,2184
jury,2181
form,2180
main,2179
heads,2177
program,2174
papa,2172
martin,2170
milk,2169
g,2169
fred,2169
held,2165
horrible,2164
kinda,2163
feed,2162
de,2161
natural,2160
grace,2157
breaking,2155
battle,2155
ugly,2150
phoebe,2150
coat,2146
although,2143
settle,2143
opinion,2142
washington,2142
ho,2141
terrific,2138
according,2135
older,2135
gentleman,2135
lucy,2132
noticed,2131
loose,2131
local,2128
lonely,2125
shame,2120
otherwise,2119
shows,2117
large,2114
devil,2108
video,2105
speed,2104
military,2103
chicago,2102
built,2099
shower,2097
oil,2095
opportunity,2091
chest,2090
horses,2087
biggest,2085
threw,2082
bite,2080
eric,2080
aw,2079
wash,2077
stone,2072
block,2067
records,2066
indeed,2065
weapons,2065
invited,2064
turning,2061
draw,2061
attorney,2060
pretend,2056
health,2054
vegas,2054
balls,2048
heat,2044
manager,2038
guest,2037
loud,2031
itself,2029
fantastic,2029
cares,2023
shake,2021
numbers,2020
lab,2020
princess,2019
island,2018
easier,2012
color,2011
earlier,2010
bell,2006
naked,2002
suggest,2001
wet,2000
pig,1996
letting,1995
nowhere,1995
merry,1994
animals,1993
weli,1993
cheese,1991
ideas,1987
downstairs,1985
soldier,1985
monster,1982
several,1978
planet,1975
dean,1974
insane,1973
fellas,1973
california,1972
walter,1972
eggs,1971
spoke,1970
butt,1967
murdered,1967
view,1965
bloody,1962
opening,1960
lines,1960
insurance,1955
split,1954
pete,1954
jealous,1952
bullet,1950
arrived,1949
character,1946
national,1946
screaming,1945
speech,1940
airport,1940
hook,1938
condition,1936
target,1936
finding,1935
serve,1935
er,1932
incredible,1928
sugar,1926
player,1926
signal,1926
helen,1923
total,1920
selling,1919
hill,1915
football,1914
screw,1912
page,1912
justice,1910
letters,1910
rough,1907
hurts,1907
project,1907
crowd,1906
meaning,1904
planning,1902
pair,1900
science,1900
usual,1899
sees,1899
adam,1890
emily,1889
sooner,1888
commander,1887
ordered,1885
subject,1885
remind,1883
lies,1883
strength,1883
mail,1879
dan,1878
paint,1877
freak,1874
bedroom,1872
onto,1871
neighborhood,1871
personally,1870
finger,1870
spell,1869
tim,1867
ghost,1866
majesty,1863
peg,1857
smith,1856
doctors,1855
fake,1853
release,1851
weight,1850
cheap,1848
market,1848
pray,1847
expecting,1846
unit,1845
signed,1839
falling,1837
throat,1837
lake,1836
nor,1835
susan,1835
realized,1834
director,1834
agreed,1832
truly,1830
phil,1830
brilliant,1826
cab,1826
powers,1826
prepared,1825
candy,1825
junior,1825
pocket,1821
legal,1821
scott,1821
aware,1818
roof,1818
jason,1816
babe,1814
brian,1813
radar,1811
slept,1810
bud,1808
responsibility,1806
mountain,1805
base,1804
ours,1801
firm,1799
england,1796
whom,1795
trade,1795
romantic,1794
liar,1792
fan,1792
training,1792
brings,1791
powerful,1791
whenever,1790
sending,1790
language,1790
purpose,1789
whoo,1789
believed,1788
bless,1788
nope,1783
pieces,1783
arrested,1781
noise,1779
suck,1779
fancy,1777
exciting,1776
genius,1773
introduce,1771
forgotten,1771
annie,1769
rent,1762
familiar,1760
criminal,1758
doors,1755
proof,1754
vote,1751
recognize,1750
com,1750
stolen,1750
suicide,1747
weather,1746
drinks,1744
medicine,1744
k,1743
lift,1741
issue,1741
followed,1739
buried,1738
anna,1738
mood,1736
male,1731
among,1729
television,1729
regular,1727
nights,1727
opened,1726
someday,1726
stomach,1725
yellow,1724
ate,1722
county,1722
nearly,1721
buck,1721
crane,1714
scare,1712
village,1712
prepare,1711
matters,1710
pizza,1709
monkey,1709
sudden,1707
assume,1707
heading,1707
toast,1707
ears,1705
fella,1705
babies,1704
jacket,1704
lane,1704
thoughts,1703
social,1703
travel,1702
sometime,1699
property,1698
monday,1698
expected,1696
fingers,1696
remain,1694
bodies,1694
secretary,1694
funeral,1693
sexual,1693
magazine,1693
senator,1691
jerk,1690
glasses,1689
dating,1689
research,1688
freedom,1688
arthur,1687
add,1686
damage,1686
repeat,1684
handsome,1684
hired,1683
prefer,1679
buying,1679
society,1679
energy,1678
alan,1676
crack,1675
vacation,1673
chase,1673
mulder,1671
divorce,1669
carter,1669
stayed,1668
jackson,1666
ally,1666
defense,1665
rat,1663
grandpa,1661
grant,1660
picking,1658
began,1658
checking,1656
reasons,1655
goodness,1655
post,1654
confused,1653
william,1653
unfortunately,1652
telephone,1651
surgery,1651
contract,1650
safety,1649
tall,1649
fixed,1647
professional,1646
lesson,1644
tiny,1643
assistant,1643
points,1642
freeze,1640
understood,1639
runs,1637
thomas,1636
license,1635
model,1635
gate,1634
soft,1633
margaret,1633
ear,1632
riding,1632
staff,1632
warning,1630
engine,1626
planned,1624
german,1624
map,1623
swim,1622
harm,1621
square,1620
silver,1619
sydney,1619
brave,1617
access,1615
positive,1613
covered,1612
female,1612
someplace,1611
streets,1611
blew,1610
weak,1607
season,1605
matt,1604
rush,1602
awesome,1600
snow,1599
spring,1597
spread,1596
champagne,1596
pounds,1595
mayor,1595
bond,1595
demon,1593
winner,1592
madame,1591
lips,1590
tongue,1589
leader,1589
showing,1587
permission,1587
bath,1587
mm,1586
monsieur,1585
mexico,1580
jones,1579
storm,1574
spare,1573
destroyed,1573
tour,1571
headed,1570
trees,1565
students,1564
ends,1563
burning,1561
bones,1561
kicked,1559
appointment,1559
mentioned,1556
piper,1554
score,1552
claire,1552
angeles,1551
shoe,1550
johnson,1546
ocean,1545
harder,1544
reality,1543
shape,1542
brad,1541
jeff,1539
kim,1538
survive,1537
gang,1537
saving,1536
cos,1535
style,1534
farm,1532
shopping,1530
clearly,1529
sexy,1529
growing,1527
example,1527
laid,1527
answers,1527
gosh,1525
rings,1524
alarm,1522
plays,1521
screwed,1519
schedule,1518
fortune,1518
enter,1516
bleeding,1516
punch,1514
ended,1511
patients,1511
rights,1510
invite,1509
obvious,1508
charges,1506
touched,1505
interview,1505
affair,1502
parts,1501
russian,1501
wherever,1500
unbelievable,1500
focus,1499
chocolate,1499
sue,1498
borrow,1495
grew,1493
grade,1493
finds,1492
statement,1491
investigation,1491
mate,1491
cole,1491
load,1490
painting,1489
throwing,1488
community,1486
ross,1486
waited,1485
loss,1485
barely,1482
woods,1482
changes,1481
details,1481
yourselves,1479
exist,1477
toilet,1474
chances,1472
drove,1472
meal,1472
dump,1470
disappeared,1469
member,1468
shock,1468
discovered,1467
failed,1467
pie,1466
carol,1465
crash,1461
martha,1461
artist,1460
sat,1459
theory,1459
depends,1457
bags,1456
joy,1456
ruin,1455
pleased,1455
traffic,1454
kissed,1454
wise,1452
nonsense,1452
pink,1452
carrying,1451
burned,1448
laura,1448
midnight,1447
shots,1447
deliver,1446
bread,1445
officers,1442
button,1441
dealing,1440
original,1440
mac,1440
hated,1439
source,1437
eve,1437
received,1436
hung,1436
cases,1436
subtitles,1435
switch,1434
charming,1434
decent,1433
nah,1433
below,1430
texas,1429
process,1427
desert,1427
hollywood,1427
expensive,1425
belongs,1423
particular,1423
moves,1420
higher,1420
lower,1417
period,1417
breathing,1417
grandmother,1417
h,1414
pride,1411
thousands,1410
dollar,1410
witch,1410
tip,1409
soldiers,1409
jobs,1408
plant,1408
surely,1407
sports,1407
bust,1406
including,1405
birth,1405
joint,1405
logan,1404
wire,1403
bull,1403
brains,1401
towards,1399
rise,1399
boring,1398
karen,1397
ashamed,1396
lt,1396
sisters,1395
section,1394
v,1394
facts,1393
smells,1391
clever,1391
carl,1391
honestly,1390
success,1390
garage,1388
filled,1386
physical,1386
connection,1386
complicated,1385
pulling,1384
regret,1384
loser,1381
closet,1381
giant,1380
wheel,1380
france,1380
parking,1379
twenty,1378
policy,1378
tear,1377
stranger,1377
wood,1377
fate,1375
maggie,1372
juice,1371
lily,1370
governor,1369
europe,1368
knight,1365
tied,1364
faces,1363
awake,1362
fought,1362
kitty,1362
coast,1361
pilot,1360
miracle,1359
lover,1358
aboard,1358
files,1358
based,1357
disgusting,1357
cigarette,1357
grateful,1355
mighty,1355
murderer,1355
garden,1354
watched,1353
wound,1353
sally,1352
alice,1352
linda,1350
forced,1349
drag,1349
fourth,1349
marie,1348
scream,1347
event,1345
woke,1344
row,1343
actor,1343
grave,1340
changing,1339
senior,1339
curious,1337
flat,1337
winter,1337
badly,1336
shoulder,1336
scary,1336
super,1336
priest,1336
rick,1336
disease,1335
sword,1335
smoking,1334
chick,1334
offered,1333
closing,1333
concern,1332
talent,1332
garbage,1331
mostly,1330
attitude,1330
bone,1329
recently,1328
friendly,1328
egg,1328
basically,1327
quarter,1327
engaged,1327
thee,1327
rooms,1326
passing,1325
swing,1325
amen,1325
available,1323
louis,1321
marshall,1321
slip,1320
knees,1320
birds,1320
bike,1320
hunt,1319
caused,1318
taxi,1318
stood,1315
likely,1314
object,1314
hates,1313
percent,1313
pierce,1313
raised,1312
japanese,1312
guests,1311
desperate,1310
dirt,1310
navy,1310
pussy,1309
plate,1308
negative,1308
cooking,1307
distance,1306
tank,1306
data,1306
request,1304
ruined,1302
hire,1302
knowledge,1302
golf,1302
falls,1301
cow,1301
dawn,1301
pissed,1300
stock,1300
equipment,1298
reports,1296
conference,1296
rescue,1296
ann,1296
sale,1295
claim,1295
holmes,1295
silence,1294
audience,1294
warn,1293
americans,1293
mercy,1291
hank,1291
jesse,1290
proper,1289
create,1289
universe,1289
francisco,1289
baseball,1288
harold,1286
soup,1285
hercules,1285
british,1283
outfit,1280
slowly,1279
yard,1278
drew,1277
duke,1277
jackie,1276
grown,1275
loving,1275
valley,1275
robin,1272
pure,1271
rate,1271
dies,1270
bro,1270
celebrate,1268
china,1268
piano,1268
simon,1268
uniform,1266
pills,1266
stealing,1265
spending,1264
returned,1263
location,1263
duck,1263
doll,1263
amount,1262
healthy,1262
central,1262
reached,1261
knocked,1261
walls,1261
pen,1261
steps,1259
younger,1257
attractive,1256
notes,1255
fail,1254
path,1252
poison,1252
beast,1252
wanting,1251
naturally,1250
happiness,1249
anytime,1248
sucks,1248
gary,1248
eventually,1246
betty,1246
channel,1245
elevator,1245
thy,1243
belt,1242
secure,1241
grandfather,1241
avoid,1239
penny,1239
thief,1238
laughs,1238
guards,1237
bay,1236
bride,1235
pathetic,1234
mirror,1233
thursday,1232
partners,1232
dozen,1231
becomes,1231
ellen,1229
kyle,1229
direction,1228
gorgeous,1227
direct,1226
odd,1226
theater,1226
led,1225
committed,1225
march,1225
boston,1225
puts,1224
official,1224
members,1224
morgan,1224
treated,1219
effect,1219
attacked,1219
tail,1219
vision,1218
